;mass A;;
t;x;y;
0.000;5.471E-2;2.827E-2
0.040;6.984E-2;3.043E-2
0.080;8.300E-2;3.293E-2
0.120;9.405E-2;3.566E-2
0.160;0.103;3.822E-2
0.200;0.109;4.049E-2
0.240;0.113;4.180E-2
0.280;0.115;4.225E-2
0.320;0.114;4.205E-2
0.360;0.111;4.084E-2
0.400;0.105;3.876E-2
0.440;9.703E-2;3.647E-2
0.480;8.675E-2;3.380E-2
0.520;7.441E-2;3.124E-2
0.560;5.984E-2;2.899E-2
0.600;4.359E-2;2.721E-2
0.640;2.616E-2;2.598E-2
0.680;8.143E-3;2.544E-2
0.720;-9.634E-3;2.554E-2
0.760;-2.713E-2;2.649E-2
0.800;-4.380E-2;2.830E-2
0.840;-5.903E-2;3.042E-2
0.880;-7.237E-2;3.302E-2
0.920;-8.363E-2;3.582E-2
0.960;-9.261E-2;3.836E-2
1.000;-9.939E-2;4.069E-2
1.040;-0.104;4.214E-2
1.080;-0.106;4.299E-2
1.120;-0.106;4.287E-2
1.160;-0.103;4.178E-2
1.200;-9.688E-2;3.980E-2
1.240;-8.906E-2;3.734E-2
1.280;-7.913E-2;3.457E-2
1.320;-6.723E-2;3.185E-2
1.360;-5.285E-2;2.948E-2
1.400;-3.705E-2;2.752E-2
1.440;-2.025E-2;2.617E-2
1.480;-3.049E-3;2.564E-2
1.520;1.448E-2;2.570E-2
1.560;3.170E-2;2.640E-2
1.600;4.796E-2;2.773E-2
1.640;6.294E-2;2.955E-2
1.680;7.621E-2;3.174E-2
1.720;8.728E-2;3.403E-2
1.760;9.633E-2;3.617E-2
1.800;0.103;3.831E-2
1.840;0.107;3.964E-2
1.880;0.110;4.054E-2
1.920;0.110;4.046E-2
1.960;0.107;3.967E-2
2.000;0.102;3.830E-2
2.040;9.492E-2;3.615E-2
2.080;8.551E-2;3.382E-2
2.120;7.423E-2;3.157E-2
2.160;6.087E-2;2.947E-2
2.200;4.571E-2;2.775E-2
2.240;2.950E-2;2.647E-2
2.280;1.245E-2;2.587E-2
2.320;-4.525E-3;2.580E-2
2.360;-2.140E-2;2.654E-2
2.400;-3.730E-2;2.787E-2
2.440;-5.222E-2;2.963E-2
2.480;-6.560E-2;3.167E-2
2.520;-7.687E-2;3.409E-2
2.560;-8.591E-2;3.638E-2
2.600;-9.284E-2;3.851E-2
2.640;-9.751E-2;4.008E-2
2.680;-9.990E-2;4.085E-2
2.720;-0.100;4.085E-2
2.760;-9.823E-2;4.023E-2
2.800;-9.345E-2;3.862E-2
2.840;-8.663E-2;3.657E-2
2.880;-7.752E-2;3.414E-2
2.920;-6.650E-2;3.170E-2
2.960;-5.362E-2;2.950E-2
3.000;-3.879E-2;2.769E-2
3.040;-2.321E-2;2.631E-2
3.080;-6.977E-3;2.570E-2
3.120;9.796E-3;2.555E-2
3.160;2.619E-2;2.612E-2
3.200;4.186E-2;2.724E-2
3.240;5.634E-2;2.874E-2
3.280;6.955E-2;3.050E-2
3.320;8.057E-2;3.256E-2
3.360;8.961E-2;3.476E-2
3.400;9.653E-2;3.649E-2
3.440;0.101;3.798E-2
3.480;0.104;3.876E-2
3.520;0.104;3.883E-2
3.560;0.103;3.830E-2
3.600;9.848E-2;3.708E-2
3.640;9.194E-2;3.548E-2
3.680;8.350E-2;3.348E-2
3.720;7.304E-2;3.135E-2
3.760;6.039E-2;2.946E-2
3.800;4.653E-2;2.789E-2
3.840;3.141E-2;2.664E-2
3.880;1.547E-2;2.589E-2
3.920;-5.836E-4;2.574E-2
3.960;-1.662E-2;2.621E-2
4.000;-3.201E-2;2.728E-2
4.040;-4.648E-2;2.872E-2
4.080;-5.962E-2;3.067E-2
4.120;-7.072E-2;3.269E-2
4.160;-7.983E-2;3.491E-2
4.200;-8.674E-2;3.695E-2
4.240;-9.170E-2;3.832E-2
4.280;-9.457E-2;3.938E-2
4.320;-9.496E-2;3.943E-2
4.360;-9.382E-2;3.913E-2
4.400;-8.980E-2;3.774E-2
4.440;-8.375E-2;3.617E-2
4.480;-7.549E-2;3.400E-2
4.520;-6.542E-2;3.183E-2
4.560;-5.334E-2;2.985E-2
4.600;-3.962E-2;2.825E-2
4.640;-2.492E-2;2.691E-2
4.680;-9.565E-3;2.606E-2
4.720;6.122E-3;2.590E-2
4.760;2.179E-2;2.618E-2
4.800;3.684E-2;2.708E-2
4.840;5.087E-2;2.837E-2
4.880;6.359E-2;2.988E-2
4.920;7.456E-2;3.173E-2
4.960;8.368E-2;3.357E-2
5.000;9.064E-2;3.504E-2
5.040;9.558E-2;3.639E-2
5.080;9.850E-2;3.727E-2
5.120;9.917E-2;3.738E-2
5.160;9.846E-2;3.710E-2
5.200;9.455E-2;3.607E-2
5.240;8.897E-2;3.475E-2
5.280;8.127E-2;3.287E-2
5.320;7.173E-2;3.111E-2
5.360;6.007E-2;2.938E-2
5.400;4.704E-2;2.790E-2
5.440;3.268E-2;2.678E-2
5.480;1.773E-2;2.597E-2
5.520;2.500E-3;2.576E-2
5.560;-1.265E-2;2.610E-2
5.600;-2.723E-2;2.703E-2
5.640;-4.108E-2;2.824E-2
5.680;-5.382E-2;2.995E-2
5.720;-6.497E-2;3.167E-2
5.760;-7.410E-2;3.362E-2
5.800;-8.102E-2;3.527E-2
5.840;-8.625E-2;3.669E-2
5.880;-8.912E-2;3.747E-2
5.920;-9.006E-2;3.763E-2
5.960;-8.940E-2;3.748E-2
6.000;-8.608E-2;3.657E-2
6.040;-8.049E-2;3.515E-2
6.080;-7.306E-2;3.344E-2
6.120;-6.365E-2;3.152E-2
6.160;-5.252E-2;2.973E-2
6.200;-3.994E-2;2.822E-2
6.240;-2.625E-2;2.698E-2
6.280;-1.179E-2;2.616E-2
6.320;3.166E-3;2.592E-2
6.360;1.796E-2;2.613E-2
6.400;3.235E-2;2.676E-2
6.440;4.595E-2;2.778E-2
6.480;5.818E-2;2.927E-2
6.520;6.895E-2;3.069E-2
6.560;7.797E-2;3.231E-2
6.600;8.506E-2;3.378E-2
6.640;9.017E-2;3.506E-2
6.680;9.320E-2;3.589E-2
6.720;9.428E-2;3.598E-2
6.760;9.383E-2;3.590E-2
6.800;9.069E-2;3.513E-2
6.840;8.550E-2;3.396E-2
6.880;7.853E-2;3.260E-2
6.920;6.963E-2;3.084E-2
6.960;5.882E-2;2.942E-2
7.000;4.667E-2;2.809E-2
7.040;3.334E-2;2.704E-2
7.080;1.925E-2;2.624E-2
7.120;4.802E-3;2.603E-2
7.160;-9.601E-3;2.614E-2
7.200;-2.361E-2;2.692E-2
7.240;-3.693E-2;2.803E-2
7.280;-4.909E-2;2.948E-2
7.320;-5.992E-2;3.095E-2
7.360;-6.885E-2;3.275E-2
7.400;-7.606E-2;3.414E-2
7.440;-8.112E-2;3.536E-2
7.480;-8.428E-2;3.632E-2
7.520;-8.544E-2;3.659E-2
7.560;-8.500E-2;3.644E-2
7.600;-8.203E-2;3.570E-2
7.640;-7.712E-2;3.454E-2
7.680;-7.037E-2;3.298E-2
7.720;-6.163E-2;3.134E-2
7.760;-5.109E-2;2.970E-2
7.800;-3.923E-2;2.833E-2
7.840;-2.631E-2;2.701E-2
7.880;-1.274E-2;2.627E-2
7.920;1.342E-3;2.593E-2
7.960;1.550E-2;2.607E-2
8.000;2.930E-2;2.648E-2
8.040;4.229E-2;2.756E-2
8.080;5.424E-2;2.879E-2
8.120;6.465E-2;3.015E-2
8.160;7.358E-2;3.156E-2
8.200;8.056E-2;3.281E-2
8.240;8.566E-2;3.392E-2
8.280;8.880E-2;3.465E-2
8.320;8.994E-2;3.485E-2
8.360;8.973E-2;3.483E-2
8.400;8.722E-2;3.419E-2
8.440;8.267E-2;3.325E-2
8.480;7.603E-2;3.198E-2
8.520;6.787E-2;3.068E-2
8.560;5.786E-2;2.926E-2
8.600;4.658E-2;2.813E-2
8.640;3.398E-2;2.702E-2
8.680;2.068E-2;2.627E-2
8.720;7.031E-3;2.601E-2
8.760;-6.629E-3;2.602E-2
8.800;-2.007E-2;2.667E-2
8.840;-3.269E-2;2.758E-2
8.880;-4.435E-2;2.890E-2
8.920;-5.469E-2;3.027E-2
8.960;-6.385E-2;3.167E-2
9.000;-7.088E-2;3.317E-2
9.040;-7.613E-2;3.422E-2
9.080;-7.950E-2;3.518E-2
9.120;-8.086E-2;3.554E-2
9.160;-8.072E-2;3.544E-2
9.200;-7.843E-2;3.484E-2
9.240;-7.403E-2;3.388E-2
9.280;-6.771E-2;3.261E-2
9.320;-5.978E-2;3.119E-2
9.360;-5.011E-2;2.979E-2
9.400;-3.911E-2;2.846E-2
9.440;-2.692E-2;2.720E-2
9.480;-1.417E-2;2.640E-2
9.520;-8.633E-4;2.616E-2
9.560;1.247E-2;2.609E-2
9.600;2.545E-2;2.654E-2
